m,d1,d2,T,n_runs,lambda_E,lambda_ent,policy,objective_mean,objective_std,total_mean,total_std,H_mean,H_std,E_mean,E_std
2000,10,1000,20,2,1,0.1,priority_credits,0.77365000,0.00123744,0.77365000,0.00123744,0.77365000,0.00123744,0.00000000,0.00000000
2000,10,1000,20,2,1,0.1,soft_commitment,0.78258750,0.00061872,0.78258750,0.00061872,0.78258750,0.00061872,0.00000000,0.00000000
2000,10,1000,20,2,1,0.1,risk_adjusted,0.85565000,0.00321734,0.85565000,0.00321734,0.85565000,0.00321734,0.00000000,0.00000000
2000,10,1000,20,2,1,0.1,preserve_quality,0.76128750,0.00263397,0.76128750,0.00263397,0.76128750,0.00263397,0.00000000,0.00000000
2000,10,1000,20,2,1,0.2,priority_credits,0.62456250,0.00493207,0.62456250,0.00493207,0.62456250,0.00493207,0.00000000,0.00000000
2000,10,1000,20,2,1,0.2,soft_commitment,0.62263750,0.00291682,0.62263750,0.00291682,0.62263750,0.00291682,0.00000000,0.00000000
2000,10,1000,20,2,1,0.2,risk_adjusted,0.75836250,0.00542704,0.75836250,0.00542704,0.75836250,0.00542704,0.00000000,0.00000000
2000,10,1000,20,2,1,0.2,preserve_quality,0.56410000,0.00477297,0.56410000,0.00477297,0.56410000,0.00477297,0.00000000,0.00000000
2000,10,1000,20,2,1,0.3,priority_credits,0.48191250,0.00079550,0.48191250,0.00079550,0.48191250,0.00079550,0.00000000,0.00000000
2000,10,1000,20,2,1,0.3,soft_commitment,0.48107500,0.00321734,0.48107500,0.00321734,0.48107500,0.00321734,0.00000000,0.00000000
2000,10,1000,20,2,1,0.3,risk_adjusted,0.66672500,0.00166170,0.66672500,0.00166170,0.66672500,0.00166170,0.00000000,0.00000000
2000,10,1000,20,2,1,0.3,preserve_quality,0.38005000,0.00282843,0.38005000,0.00282843,0.38005000,0.00282843,0.00000000,0.00000000
2000,10,1000,20,2,1,0.4,priority_credits,0.35175000,0.00689429,0.35175000,0.00689429,0.35175000,0.00689429,0.00000000,0.00000000
2000,10,1000,20,2,1,0.4,soft_commitment,0.35042500,0.00123744,0.35042500,0.00123744,0.35042500,0.00123744,0.00000000,0.00000000
2000,10,1000,20,2,1,0.4,risk_adjusted,0.56935000,0.00388909,0.56935000,0.00388909,0.56935000,0.00388909,0.00000000,0.00000000
2000,10,1000,20,2,1,0.4,preserve_quality,0.21030000,0.00014142,0.21030000,0.00014142,0.21030000,0.00014142,0.00000000,0.00000000
2000,10,1000,20,2,1,0.5,priority_credits,0.23755000,0.00512652,0.23755000,0.00512652,0.23755000,0.00512652,0.00000000,0.00000000
2000,10,1000,20,2,1,0.5,soft_commitment,0.23732500,0.00318198,0.23732500,0.00318198,0.23732500,0.00318198,0.00000000,0.00000000
2000,10,1000,20,2,1,0.5,risk_adjusted,0.47965000,0.00332340,0.47965000,0.00332340,0.47965000,0.00332340,0.00000000,0.00000000
2000,10,1000,20,2,1,0.5,preserve_quality,0.09448750,0.00086621,0.09448750,0.00086621,0.09448750,0.00086621,0.00000000,0.00000000
2000,10,1000,20,2,1,0.6,priority_credits,0.15075000,0.00229810,0.15075000,0.00229810,0.15075000,0.00229810,0.00000000,0.00000000
2000,10,1000,20,2,1,0.6,soft_commitment,0.15020000,0.00183848,0.15020000,0.00183848,0.15020000,0.00183848,0.00000000,0.00000000
2000,10,1000,20,2,1,0.6,risk_adjusted,0.38213750,0.00599273,0.38213750,0.00599273,0.38213750,0.00599273,0.00000000,0.00000000
2000,10,1000,20,2,1,0.6,preserve_quality,0.03977500,0.00021213,0.03977500,0.00021213,0.03976250,0.00019445,0.00001250,0.00001768
2000,10,1000,20,2,1,0.7,priority_credits,0.08408750,0.00072478,0.08408750,0.00072478,0.08408750,0.00072478,0.00000000,0.00000000
2000,10,1000,20,2,1,0.7,soft_commitment,0.07920000,0.00519723,0.07920000,0.00519723,0.07920000,0.00519723,0.00000000,0.00000000
2000,10,1000,20,2,1,0.7,risk_adjusted,0.28373750,0.00065407,0.28373750,0.00065407,0.28373750,0.00065407,0.00000000,0.00000000
2000,10,1000,20,2,1,0.7,preserve_quality,0.01835000,0.00183848,0.01835000,0.00183848,0.01835000,0.00183848,0.00000000,0.00000000
2000,10,1000,20,2,1,0.8,priority_credits,0.03682500,0.00176777,0.03682500,0.00176777,0.03682500,0.00176777,0.00000000,0.00000000
2000,10,1000,20,2,1,0.8,soft_commitment,0.03621250,0.00093692,0.03621250,0.00093692,0.03621250,0.00093692,0.00000000,0.00000000
2000,10,1000,20,2,1,0.8,risk_adjusted,0.18952500,0.00350018,0.18952500,0.00350018,0.18952500,0.00350018,0.00000000,0.00000000
2000,10,1000,20,2,1,0.8,preserve_quality,0.00923750,0.00022981,0.00923750,0.00022981,0.00923750,0.00022981,0.00000000,0.00000000
2000,10,1000,20,2,1,0.9,priority_credits,0.01293750,0.00015910,0.01293750,0.00015910,0.01293750,0.00015910,0.00000000,0.00000000
2000,10,1000,20,2,1,0.9,soft_commitment,0.01135000,0.00017678,0.01135000,0.00017678,0.01135000,0.00017678,0.00000000,0.00000000
2000,10,1000,20,2,1,0.9,risk_adjusted,0.09712500,0.00095459,0.09712500,0.00095459,0.09712500,0.00095459,0.00000000,0.00000000
2000,10,1000,20,2,1,0.9,preserve_quality,0.00350000,0.00003536,0.00350000,0.00003536,0.00350000,0.00003536,0.00000000,0.00000000
2000,10,1000,20,2,2,0.1,priority_credits,0.79002500,0.00226274,0.79002500,0.00226274,0.79001250,0.00224506,0.00001250,0.00001768
2000,10,1000,20,2,2,0.1,soft_commitment,0.79276250,0.00217435,0.79276250,0.00217435,0.79275000,0.00219203,0.00001250,0.00001768
2000,10,1000,20,2,2,0.1,risk_adjusted,0.85738750,0.00249255,0.85738750,0.00249255,0.85738750,0.00249255,0.00000000,0.00000000
2000,10,1000,20,2,2,0.1,preserve_quality,0.75696250,0.00372999,0.75696250,0.00372999,0.75695000,0.00374767,0.00001250,0.00001768
2000,10,1000,20,2,2,0.2,priority_credits,0.65053750,0.00525027,0.65053750,0.00525027,0.65053750,0.00525027,0.00000000,0.00000000
2000,10,1000,20,2,2,0.2,soft_commitment,0.65357500,0.00222739,0.65357500,0.00222739,0.65357500,0.00222739,0.00000000,0.00000000
2000,10,1000,20,2,2,0.2,risk_adjusted,0.76517500,0.00152028,0.76517500,0.00152028,0.76517500,0.00152028,0.00000000,0.00000000
2000,10,1000,20,2,2,0.2,preserve_quality,0.57005000,0.00194454,0.57005000,0.00194454,0.57005000,0.00194454,0.00000000,0.00000000
2000,10,1000,20,2,2,0.3,priority_credits,0.52728750,0.00224506,0.52728750,0.00224506,0.52728750,0.00224506,0.00000000,0.00000000
2000,10,1000,20,2,2,0.3,soft_commitment,0.52422500,0.00438406,0.52422500,0.00438406,0.52422500,0.00438406,0.00000000,0.00000000
2000,10,1000,20,2,2,0.3,risk_adjusted,0.66527500,0.00187383,0.66527500,0.00187383,0.66527500,0.00187383,0.00000000,0.00000000
2000,10,1000,20,2,2,0.3,preserve_quality,0.39692500,0.00332340,0.39692500,0.00332340,0.39692500,0.00332340,0.00000000,0.00000000
2000,10,1000,20,2,2,0.4,priority_credits,0.40672500,0.00152028,0.40672500,0.00152028,0.40672500,0.00152028,0.00000000,0.00000000
2000,10,1000,20,2,2,0.4,soft_commitment,0.40485000,0.00095459,0.40485000,0.00095459,0.40485000,0.00095459,0.00000000,0.00000000
2000,10,1000,20,2,2,0.4,risk_adjusted,0.56966250,0.00068943,0.56966250,0.00068943,0.56966250,0.00068943,0.00000000,0.00000000
2000,10,1000,20,2,2,0.4,preserve_quality,0.23966250,0.00440174,0.23966250,0.00440174,0.23966250,0.00440174,0.00000000,0.00000000
2000,10,1000,20,2,2,0.5,priority_credits,0.30458750,0.00959897,0.30458750,0.00959897,0.30458750,0.00959897,0.00000000,0.00000000
2000,10,1000,20,2,2,0.5,soft_commitment,0.30155000,0.00219203,0.30155000,0.00219203,0.30155000,0.00219203,0.00000000,0.00000000
2000,10,1000,20,2,2,0.5,risk_adjusted,0.47208750,0.00160867,0.47208750,0.00160867,0.47208750,0.00160867,0.00000000,0.00000000
2000,10,1000,20,2,2,0.5,preserve_quality,0.13508750,0.00426032,0.13508750,0.00426032,0.13508750,0.00426032,0.00000000,0.00000000
2000,10,1000,20,2,2,0.6,priority_credits,0.21495000,0.00159099,0.21495000,0.00159099,0.21495000,0.00159099,0.00000000,0.00000000
2000,10,1000,20,2,2,0.6,soft_commitment,0.20872500,0.00533866,0.20872500,0.00533866,0.20872500,0.00533866,0.00000000,0.00000000
2000,10,1000,20,2,2,0.6,risk_adjusted,0.38153750,0.00001768,0.38153750,0.00001768,0.38153750,0.00001768,0.00000000,0.00000000
2000,10,1000,20,2,2,0.6,preserve_quality,0.07605000,0.00350018,0.07605000,0.00350018,0.07605000,0.00350018,0.00000000,0.00000000
2000,10,1000,20,2,2,0.7,priority_credits,0.13616250,0.00012374,0.13616250,0.00012374,0.13616250,0.00012374,0.00000000,0.00000000
2000,10,1000,20,2,2,0.7,soft_commitment,0.13470000,0.00441942,0.13470000,0.00441942,0.13470000,0.00441942,0.00000000,0.00000000
2000,10,1000,20,2,2,0.7,risk_adjusted,0.28662500,0.00229810,0.28662500,0.00229810,0.28662500,0.00229810,0.00000000,0.00000000
2000,10,1000,20,2,2,0.7,preserve_quality,0.04437500,0.00056569,0.04437500,0.00056569,0.04437500,0.00056569,0.00000000,0.00000000
2000,10,1000,20,2,2,0.8,priority_credits,0.07742500,0.00226274,0.07742500,0.00226274,0.07742500,0.00226274,0.00000000,0.00000000
2000,10,1000,20,2,2,0.8,soft_commitment,0.07556250,0.00058336,0.07556250,0.00058336,0.07556250,0.00058336,0.00000000,0.00000000
2000,10,1000,20,2,2,0.8,risk_adjusted,0.19085000,0.00106066,0.19085000,0.00106066,0.19085000,0.00106066,0.00000000,0.00000000
2000,10,1000,20,2,2,0.8,preserve_quality,0.02241250,0.00125511,0.02241250,0.00125511,0.02241250,0.00125511,0.00000000,0.00000000
2000,10,1000,20,2,2,0.9,priority_credits,0.03261250,0.00231577,0.03261250,0.00231577,0.03261250,0.00231577,0.00000000,0.00000000
2000,10,1000,20,2,2,0.9,soft_commitment,0.03212500,0.00113137,0.03212500,0.00113137,0.03212500,0.00113137,0.00000000,0.00000000
2000,10,1000,20,2,2,0.9,risk_adjusted,0.09606250,0.00065407,0.09606250,0.00065407,0.09606250,0.00065407,0.00000000,0.00000000
2000,10,1000,20,2,2,0.9,preserve_quality,0.00977500,0.00042426,0.00977500,0.00042426,0.00977500,0.00042426,0.00000000,0.00000000
2000,10,1000,20,2,5,0.1,priority_credits,0.79705000,0.00537401,0.79705000,0.00537401,0.79703750,0.00535633,0.00001250,0.00001768
2000,10,1000,20,2,5,0.1,soft_commitment,0.79611250,0.00266933,0.79611250,0.00266933,0.79606250,0.00266933,0.00005000,0.00000000
2000,10,1000,20,2,5,0.1,risk_adjusted,0.85006250,0.00238649,0.85006250,0.00238649,0.84955000,0.00236881,0.00051250,0.00001768
2000,10,1000,20,2,5,0.1,preserve_quality,0.75661250,0.00210364,0.75661250,0.00210364,0.75658750,0.00213900,0.00002500,0.00003536
2000,10,1000,20,2,5,0.2,priority_credits,0.67505000,0.00095459,0.67505000,0.00095459,0.67503750,0.00093692,0.00001250,0.00001768
2000,10,1000,20,2,5,0.2,soft_commitment,0.67901250,0.00447245,0.67901250,0.00447245,0.67901250,0.00447245,0.00000000,0.00000000
2000,10,1000,20,2,5,0.2,risk_adjusted,0.76137500,0.00601041,0.76137500,0.00601041,0.76137500,0.00601041,0.00000000,0.00000000
2000,10,1000,20,2,5,0.2,preserve_quality,0.57228750,0.00475529,0.57228750,0.00475529,0.57228750,0.00475529,0.00000000,0.00000000
2000,10,1000,20,2,5,0.3,priority_credits,0.56370000,0.00523259,0.56370000,0.00523259,0.56370000,0.00523259,0.00000000,0.00000000
2000,10,1000,20,2,5,0.3,soft_commitment,0.56821250,0.00012374,0.56821250,0.00012374,0.56821250,0.00012374,0.00000000,0.00000000
2000,10,1000,20,2,5,0.3,risk_adjusted,0.66093750,0.00595737,0.66093750,0.00595737,0.66093750,0.00595737,0.00000000,0.00000000
2000,10,1000,20,2,5,0.3,preserve_quality,0.41232500,0.00328805,0.41232500,0.00328805,0.41232500,0.00328805,0.00000000,0.00000000
2000,10,1000,20,2,5,0.4,priority_credits,0.46180000,0.00183848,0.46180000,0.00183848,0.46180000,0.00183848,0.00000000,0.00000000
2000,10,1000,20,2,5,0.4,soft_commitment,0.46297500,0.00102530,0.46297500,0.00102530,0.46296250,0.00104298,0.00001250,0.00001768
2000,10,1000,20,2,5,0.4,risk_adjusted,0.57487500,0.00024749,0.57487500,0.00024749,0.57487500,0.00024749,0.00000000,0.00000000
2000,10,1000,20,2,5,0.4,preserve_quality,0.27355000,0.00357089,0.27355000,0.00357089,0.27353750,0.00358857,0.00001250,0.00001768
2000,10,1000,20,2,5,0.5,priority_credits,0.36666250,0.00507349,0.36666250,0.00507349,0.36665000,0.00505581,0.00001250,0.00001768
2000,10,1000,20,2,5,0.5,soft_commitment,0.37225000,0.00045962,0.37225000,0.00045962,0.37225000,0.00045962,0.00000000,0.00000000
2000,10,1000,20,2,5,0.5,risk_adjusted,0.47233750,0.00217435,0.47233750,0.00217435,0.47232500,0.00215668,0.00001250,0.00001768
2000,10,1000,20,2,5,0.5,preserve_quality,0.17950000,0.00095459,0.17950000,0.00095459,0.17950000,0.00095459,0.00000000,0.00000000
2000,10,1000,20,2,5,0.6,priority_credits,0.27815000,0.00187383,0.27815000,0.00187383,0.27815000,0.00187383,0.00000000,0.00000000
2000,10,1000,20,2,5,0.6,soft_commitment,0.27885000,0.00074246,0.27885000,0.00074246,0.27883750,0.00072478,0.00001250,0.00001768
2000,10,1000,20,2,5,0.6,risk_adjusted,0.38218750,0.00525027,0.38218750,0.00525027,0.38218750,0.00525027,0.00000000,0.00000000
2000,10,1000,20,2,5,0.6,preserve_quality,0.11691250,0.00252791,0.11691250,0.00252791,0.11691250,0.00252791,0.00000000,0.00000000
2000,10,1000,20,2,5,0.7,priority_credits,0.19955000,0.00205061,0.19955000,0.00205061,0.19955000,0.00205061,0.00000000,0.00000000
2000,10,1000,20,2,5,0.7,soft_commitment,0.20026250,0.00033588,0.20026250,0.00033588,0.20026250,0.00033588,0.00000000,0.00000000
2000,10,1000,20,2,5,0.7,risk_adjusted,0.28730000,0.00392444,0.28730000,0.00392444,0.28730000,0.00392444,0.00000000,0.00000000
2000,10,1000,20,2,5,0.7,preserve_quality,0.07241250,0.00079550,0.07241250,0.00079550,0.07241250,0.00079550,0.00000000,0.00000000
2000,10,1000,20,2,5,0.8,priority_credits,0.12311250,0.00019445,0.12311250,0.00019445,0.12311250,0.00019445,0.00000000,0.00000000
2000,10,1000,20,2,5,0.8,soft_commitment,0.12622500,0.00251023,0.12622500,0.00251023,0.12622500,0.00251023,0.00000000,0.00000000
2000,10,1000,20,2,5,0.8,risk_adjusted,0.18771250,0.00111369,0.18771250,0.00111369,0.18771250,0.00111369,0.00000000,0.00000000
2000,10,1000,20,2,5,0.8,preserve_quality,0.04205000,0.00120208,0.04205000,0.00120208,0.04203750,0.00121976,0.00001250,0.00001768
2000,10,1000,20,2,5,0.9,priority_credits,0.05977500,0.00113137,0.05977500,0.00113137,0.05977500,0.00113137,0.00000000,0.00000000
2000,10,1000,20,2,5,0.9,soft_commitment,0.05887500,0.00070711,0.05887500,0.00070711,0.05887500,0.00070711,0.00000000,0.00000000
2000,10,1000,20,2,5,0.9,risk_adjusted,0.09556250,0.00072478,0.09556250,0.00072478,0.09556250,0.00072478,0.00000000,0.00000000
2000,10,1000,20,2,5,0.9,preserve_quality,0.01891250,0.00083085,0.01891250,0.00083085,0.01891250,0.00083085,0.00000000,0.00000000
2000,10,1000,20,2,10,0.1,priority_credits,0.80457500,0.00084853,0.80457500,0.00084853,0.80442500,0.00077782,0.00015000,0.00007071
2000,10,1000,20,2,10,0.1,soft_commitment,0.80307500,0.00477297,0.80307500,0.00477297,0.80300000,0.00480833,0.00007500,0.00003536
2000,10,1000,20,2,10,0.1,risk_adjusted,0.85568750,0.00761908,0.85568750,0.00761908,0.85192500,0.00784889,0.00376250,0.00022981
2000,10,1000,20,2,10,0.1,preserve_quality,0.76353750,0.00585131,0.76353750,0.00585131,0.76338750,0.00581595,0.00015000,0.00003536
2000,10,1000,20,2,10,0.2,priority_credits,0.68140000,0.00296985,0.68140000,0.00296985,0.68136250,0.00302288,0.00003750,0.00005303
2000,10,1000,20,2,10,0.2,soft_commitment,0.68392500,0.00597505,0.68392500,0.00597505,0.68388750,0.00602809,0.00003750,0.00005303
2000,10,1000,20,2,10,0.2,risk_adjusted,0.76111250,0.00086621,0.76111250,0.00086621,0.76028750,0.00129047,0.00082500,0.00042426
2000,10,1000,20,2,10,0.2,preserve_quality,0.58467500,0.00601041,0.58467500,0.00601041,0.58458750,0.00595737,0.00008750,0.00005303
2000,10,1000,20,2,10,0.3,priority_credits,0.57732500,0.00558614,0.57732500,0.00558614,0.57730000,0.00558614,0.00002500,0.00000000
2000,10,1000,20,2,10,0.3,soft_commitment,0.57863750,0.00567453,0.57863750,0.00567453,0.57862500,0.00569221,0.00001250,0.00001768
2000,10,1000,20,2,10,0.3,risk_adjusted,0.66371250,0.00631093,0.66371250,0.00631093,0.66362500,0.00636396,0.00008750,0.00005303
2000,10,1000,20,2,10,0.3,preserve_quality,0.42093750,0.00341179,0.42093750,0.00341179,0.42085000,0.00335876,0.00008750,0.00005303
2000,10,1000,20,2,10,0.4,priority_credits,0.47705000,0.00268701,0.47705000,0.00268701,0.47705000,0.00268701,0.00000000,0.00000000
2000,10,1000,20,2,10,0.4,soft_commitment,0.48003750,0.00768979,0.48003750,0.00768979,0.48003750,0.00768979,0.00000000,0.00000000
2000,10,1000,20,2,10,0.4,risk_adjusted,0.57237500,0.00799031,0.57237500,0.00799031,0.57233750,0.00800798,0.00003750,0.00001768
2000,10,1000,20,2,10,0.4,preserve_quality,0.29475000,0.00229810,0.29475000,0.00229810,0.29473750,0.00228042,0.00001250,0.00001768
2000,10,1000,20,2,10,0.5,priority_credits,0.39352500,0.00381838,0.39352500,0.00381838,0.39351250,0.00380070,0.00001250,0.00001768
2000,10,1000,20,2,10,0.5,soft_commitment,0.39121250,0.00196222,0.39121250,0.00196222,0.39121250,0.00196222,0.00000000,0.00000000
