policy,time,H_mean,H_std,E_mean,E_std,total_mean,total_std
TAG,79.75,356.900000,28.811456,20.300000,3.465705,377.200000,29.951071
TAG,80.00,356.000000,23.118055,23.800000,4.779586,379.800000,21.811312
TAP,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TAP,0.25,216.600000,13.500617,193.100000,15.509495,409.700000,20.363639
TAP,0.50,361.100000,17.660062,319.400000,16.879968,680.500000,25.096480
TAP,0.75,450.300000,20.591530,381.000000,17.486503,831.300000,29.877714
TAP,1.00,504.700000,16.214191,422.400000,19.715758,927.100000,24.772072
TAP,1.25,539.300000,16.859221,452.200000,23.559853,991.500000,34.193079
TAP,1.50,556.600000,21.546848,459.200000,21.212156,1015.800000,26.557276
TAP,1.75,563.100000,30.226736,463.000000,20.055479,1026.100000,31.841447
TAP,2.00,578.800000,31.534109,475.500000,17.481737,1054.300000,34.756454
TAP,2.25,594.300000,29.028913,484.600000,29.040967,1078.900000,42.508692
TAP,2.50,602.500000,31.679822,483.500000,30.912960,1086.000000,51.903757
TAP,2.75,617.900000,31.557531,482.600000,24.235878,1100.500000,44.935138
TAP,3.00,613.600000,31.479094,487.000000,35.505868,1100.600000,56.903817
TAP,3.25,619.100000,38.716778,479.200000,34.698063,1098.300000,51.794573
TAP,3.50,618.500000,37.351930,470.600000,24.208355,1089.100000,35.457173
TAP,3.75,621.500000,32.503846,467.500000,21.859399,1089.000000,38.884444
TAP,4.00,626.600000,26.441550,459.300000,20.499593,1085.900000,32.398388
TAP,4.25,628.600000,22.076634,449.000000,22.871622,1077.600000,24.563749
TAP,4.50,627.800000,24.211109,459.200000,30.770838,1087.000000,23.323808
TAP,4.75,633.600000,22.794736,458.900000,35.224518,1092.500000,46.068186
TAP,5.00,632.400000,19.580035,463.000000,30.404678,1095.400000,39.435461
TAP,5.25,627.700000,20.363639,461.200000,26.313495,1088.900000,26.747586
TAP,5.50,633.400000,20.034415,447.000000,29.914694,1080.400000,32.755661
TAP,5.75,639.800000,23.855118,453.100000,22.173307,1092.900000,28.586905
TAP,6.00,639.000000,26.369174,451.100000,27.460881,1090.100000,34.664904
TAP,6.25,632.000000,27.712813,445.300000,23.223790,1077.300000,33.410078
TAP,6.50,616.700000,17.913682,462.000000,25.716402,1078.700000,29.559920
TAP,6.75,620.400000,24.690079,465.600000,22.490492,1086.000000,31.629803
TAP,7.00,622.000000,31.752515,469.800000,32.953840,1091.800000,37.359515
TAP,7.25,615.000000,33.109247,457.000000,24.230376,1072.000000,36.826923
TAP,7.50,628.100000,21.126340,459.800000,24.863181,1087.900000,26.917363
TAP,7.75,629.000000,36.033935,470.000000,19.922070,1099.000000,27.712813
TAP,8.00,624.100000,30.963958,474.400000,19.995555,1098.500000,31.302290
TAP,8.25,633.700000,35.046160,478.200000,20.660214,1111.900000,36.864466
TAP,8.50,617.100000,30.186274,468.900000,17.019270,1086.000000,32.355662
TAP,8.75,629.100000,23.473153,478.600000,27.516460,1107.700000,26.754231
TAP,9.00,622.700000,28.047777,482.500000,18.185770,1105.200000,25.090060
TAP,9.25,613.500000,31.159981,473.700000,21.281447,1087.200000,39.535638
TAP,9.50,618.100000,24.154365,473.900000,12.688140,1092.000000,30.140412
TAP,9.75,624.200000,25.853433,464.300000,31.120019,1088.500000,45.743852
TAP,10.00,637.000000,33.109247,469.600000,34.127864,1106.600000,37.798295
TAP,10.25,648.500000,26.904151,477.900000,33.428032,1126.400000,34.836762
TAP,10.50,636.300000,25.073448,471.000000,30.062897,1107.300000,32.670238
TAP,10.75,629.400000,21.219488,464.100000,23.510990,1093.500000,13.108521
TAP,11.00,634.000000,22.176063,470.700000,23.485456,1104.700000,8.944893
TAP,11.25,639.100000,33.140945,475.200000,19.685302,1114.300000,36.578834
TAP,11.50,637.500000,25.180460,481.500000,27.342478,1119.000000,42.103048
TAP,11.75,634.900000,17.412958,484.300000,18.968102,1119.200000,26.165287
TAP,12.00,633.300000,24.354101,471.800000,21.693829,1105.100000,34.968081
TAP,12.25,630.500000,27.520699,470.300000,12.436952,1100.800000,26.292373
TAP,12.50,620.500000,26.268909,467.600000,13.680481,1088.100000,23.129827
TAP,12.75,620.300000,32.414160,464.200000,16.005555,1084.500000,37.134141
TAP,13.00,613.700000,22.593263,466.100000,27.375780,1079.800000,29.031783
TAP,13.25,618.700000,19.737443,468.900000,19.473344,1087.600000,33.403925
TAP,13.50,625.000000,20.066556,465.200000,14.474499,1090.200000,30.770838
TAP,13.75,629.900000,26.286668,464.800000,30.713008,1094.700000,50.903067
TAP,14.00,635.600000,26.428940,472.300000,31.647538,1107.900000,49.907581
TAP,14.25,640.300000,29.097728,475.700000,26.944593,1116.000000,35.543401
TAP,14.50,628.600000,39.797264,474.300000,20.859583,1102.900000,44.687682
TAP,14.75,624.300000,47.138213,463.100000,20.883007,1087.400000,62.455673
TAP,15.00,626.500000,36.921087,462.800000,16.443844,1089.300000,40.183053
TAP,15.25,619.000000,47.046077,454.300000,21.401194,1073.300000,48.837713
TAP,15.50,628.400000,48.162226,462.000000,26.778930,1090.400000,57.329845
TAP,15.75,626.500000,44.915352,461.900000,18.681244,1088.400000,52.944835
TAP,16.00,621.500000,35.516037,463.500000,27.601328,1085.000000,36.527007
TAP,16.25,626.700000,39.172127,468.100000,30.380732,1094.800000,56.414734
TAP,16.50,630.700000,33.990358,489.300000,20.949940,1120.000000,39.858082
TAP,16.75,622.200000,37.599645,475.500000,17.322112,1097.700000,45.869501
TAP,17.00,620.500000,39.522849,468.200000,25.476787,1088.700000,48.408103
TAP,17.25,619.300000,32.055681,470.500000,27.081154,1089.800000,39.647895
TAP,17.50,625.400000,35.236345,464.000000,21.832697,1089.400000,46.202934
TAP,17.75,633.500000,28.687008,474.400000,16.167182,1107.900000,30.156812
TAP,18.00,625.500000,30.533224,471.400000,26.546395,1096.900000,42.506078
TAP,18.25,620.200000,28.498733,465.100000,26.341560,1085.300000,39.869370
TAP,18.50,628.600000,24.690079,467.800000,30.546140,1096.400000,37.443884
TAP,18.75,623.500000,38.876585,463.100000,32.153970,1086.600000,54.811191
TAP,19.00,622.400000,43.164286,465.300000,24.244358,1087.700000,55.027367
TAP,19.25,622.200000,36.808212,458.800000,26.114279,1081.000000,47.316899
TAP,19.50,624.700000,24.788214,461.700000,23.884211,1086.400000,28.072129
TAP,19.75,631.200000,15.156957,465.000000,29.735874,1096.200000,35.567776
TAP,20.00,636.100000,24.108320,470.000000,31.724509,1106.100000,49.747027
TAP,20.25,637.000000,27.740864,470.000000,23.021729,1107.000000,42.525809
TAP,20.50,640.300000,29.215863,470.800000,22.129919,1111.100000,47.535834
TAP,20.75,632.400000,19.184484,472.200000,17.274258,1104.600000,24.927450
TAP,21.00,624.000000,25.538642,470.900000,14.563653,1094.900000,23.708648
TAP,21.25,620.200000,19.412482,464.600000,20.565343,1084.800000,24.256958
TAP,21.50,633.400000,25.404287,478.600000,26.903944,1112.000000,35.910382
TAP,21.75,629.100000,22.521348,482.500000,30.000926,1111.600000,33.210440
TAP,22.00,624.700000,23.118295,466.200000,27.518882,1090.900000,38.129749
TAP,22.25,628.900000,17.885127,472.800000,29.464857,1101.700000,32.321475
TAP,22.50,639.200000,20.015550,467.300000,22.905846,1106.500000,28.000992
TAP,22.75,636.800000,23.213023,462.100000,24.168161,1098.900000,39.627291
TAP,23.00,633.800000,27.259249,469.700000,20.838266,1103.500000,41.753909
TAP,23.25,634.800000,36.970859,472.900000,21.901040,1107.700000,52.138810
TAP,23.50,634.100000,32.453214,473.300000,24.864298,1107.400000,35.223729
TAP,23.75,637.700000,29.851670,467.500000,20.581815,1105.200000,35.708076
TAP,24.00,635.600000,27.825648,459.700000,25.170750,1095.300000,35.484112
TAP,24.25,631.500000,32.414846,457.700000,30.441383,1089.200000,45.864050
TAP,24.50,630.000000,27.672690,460.700000,27.745070,1090.700000,46.728649
TAP,24.75,635.100000,21.895966,464.600000,23.334286,1099.700000,35.960009
TAP,25.00,627.800000,29.092954,463.800000,27.627683,1091.600000,46.752778
TAP,25.25,627.600000,29.159332,463.800000,28.267767,1091.400000,42.180037
TAP,25.50,628.800000,24.876584,470.800000,28.909053,1099.600000,46.781288
TAP,25.75,620.200000,22.339800,472.300000,32.259538,1092.500000,46.255931
TAP,26.00,622.100000,26.146808,471.700000,26.153606,1093.800000,37.537537
TAP,26.25,622.700000,28.674611,474.100000,22.077892,1096.800000,41.041442
TAP,26.50,617.500000,26.382865,470.600000,18.319389,1088.100000,33.547479
TAP,26.75,620.600000,24.595393,479.400000,29.579272,1100.000000,35.213634
TAP,27.00,631.700000,22.080912,485.900000,33.679700,1117.600000,22.959868
TAP,27.25,631.700000,29.777135,474.300000,40.381651,1106.000000,39.513711
TAP,27.50,625.900000,25.418497,460.900000,26.518128,1086.800000,29.370431
TAP,27.75,630.900000,28.873094,451.900000,20.983856,1082.800000,30.824954
TAP,28.00,632.400000,32.018050,446.100000,24.551307,1078.500000,28.469282
TAP,28.25,642.300000,20.666935,447.600000,27.552778,1089.900000,23.764820
TAP,28.50,645.000000,16.048537,456.700000,27.592471,1101.700000,25.612714
TAP,28.75,643.500000,20.478987,461.900000,33.765367,1105.400000,35.540900
TAP,29.00,630.900000,28.919236,463.700000,26.973444,1094.600000,31.422568
TAP,29.25,626.900000,19.863143,456.500000,18.155195,1083.400000,22.311930
TAP,29.50,623.500000,22.974624,452.100000,20.936146,1075.600000,24.180800
TAP,29.75,634.300000,35.705742,455.700000,21.756481,1090.000000,39.527768
TAP,30.00,636.800000,30.752778,461.800000,39.091914,1098.600000,48.394674
TAP,30.25,639.200000,34.022215,458.200000,27.923706,1097.400000,41.814936
TAP,30.50,632.300000,25.416749,454.300000,23.185484,1086.600000,34.660897
TAP,30.75,647.000000,26.398653,453.200000,26.262775,1100.200000,38.866724
TAP,31.00,648.500000,21.884799,458.600000,23.056452,1107.100000,26.048886
TAP,31.25,637.600000,14.338759,453.000000,23.697163,1090.600000,25.091831
TAP,31.50,634.300000,13.864824,466.100000,21.063133,1100.400000,23.870949
TAP,31.75,626.500000,29.402381,467.900000,24.223267,1094.400000,35.650152
TAP,32.00,628.200000,23.208236,471.200000,18.078840,1099.400000,29.299981
TAP,32.25,626.500000,27.797882,475.500000,23.329762,1102.000000,33.152845
TAP,32.50,622.500000,30.203936,471.500000,14.894070,1094.000000,29.717185
TAP,32.75,620.700000,30.188482,465.800000,16.308144,1086.500000,25.012219
TAP,33.00,619.100000,24.099101,465.400000,25.756121,1084.500000,24.350451
TAP,33.25,622.900000,27.310763,464.100000,28.242797,1087.000000,30.228757
TAP,33.50,634.200000,25.332456,466.600000,38.315068,1100.800000,42.686974
TAP,33.75,632.200000,26.220433,471.000000,33.790202,1103.200000,31.158377
TAP,34.00,641.900000,23.562918,468.900000,23.764820,1110.800000,24.036084
TAP,34.25,628.500000,27.309949,465.700000,24.886632,1094.200000,23.989813
TAP,34.50,630.800000,30.936494,472.500000,21.204035,1103.300000,29.661235
TAP,34.75,632.600000,36.445393,480.200000,17.119190,1112.800000,33.235857
TAP,35.00,636.800000,43.608868,489.000000,22.286020,1125.800000,43.437823
TAP,35.25,635.000000,38.660919,491.100000,30.079340,1126.100000,42.503464
TAP,35.50,624.500000,37.509258,477.900000,25.839032,1102.400000,40.039425
TAP,35.75,621.400000,36.019131,486.300000,28.158480,1107.700000,46.681069
TAP,36.00,625.700000,33.642070,481.900000,25.287019,1107.600000,42.327296
TAP,36.25,630.100000,36.421758,493.600000,27.386939,1123.700000,41.737407
TAP,36.50,617.800000,28.993486,483.800000,28.019041,1101.600000,47.242166
TAP,36.75,615.700000,24.617293,485.700000,22.910696,1101.400000,36.274264
TAP,37.00,615.500000,36.301974,474.300000,29.657489,1089.800000,54.478946
TAP,37.25,618.600000,30.591212,478.200000,28.874441,1096.800000,37.421919
TAP,37.50,622.500000,30.196578,475.600000,28.355677,1098.100000,39.887202
TAP,37.75,619.400000,29.691750,467.900000,22.624716,1087.300000,33.186510
TAP,38.00,631.300000,28.651352,472.800000,20.351358,1104.100000,25.287019
TAP,38.25,626.700000,18.433363,464.200000,34.015683,1090.900000,31.830977
TAP,38.50,629.300000,22.400645,468.300000,28.000198,1097.600000,30.562141
TAP,38.75,632.900000,9.848294,465.700000,27.133620,1098.600000,23.003381
TAP,39.00,620.300000,17.901272,458.900000,23.211348,1079.200000,20.109699
TAP,39.25,612.800000,31.974990,464.100000,24.776557,1076.900000,36.348468
TAP,39.50,619.600000,28.210321,470.200000,22.972447,1089.800000,33.289304
TAP,39.75,628.000000,30.760725,473.200000,34.508614,1101.200000,41.975654
TAP,40.00,618.900000,30.646551,458.700000,22.944619,1077.600000,44.659701
TAP,40.25,620.400000,31.553130,463.200000,21.431026,1083.600000,42.856868
TAP,40.50,623.300000,29.208256,461.900000,21.743198,1085.200000,35.692514
TAP,40.75,623.800000,27.611592,457.800000,21.933232,1081.600000,27.240493
TAP,41.00,623.100000,14.410259,463.700000,32.031408,1086.800000,27.951545
TAP,41.25,623.200000,28.275628,466.100000,24.946387,1089.300000,36.536283
TAP,41.50,627.400000,26.081922,465.800000,23.102669,1093.200000,30.209638
TAP,41.75,631.000000,28.303906,462.400000,24.070268,1093.400000,42.680206
TAP,42.00,628.300000,24.859829,465.000000,24.589971,1093.300000,34.146905
TAP,42.25,629.600000,17.864925,460.300000,28.798341,1089.900000,26.328903
TAP,42.50,630.800000,16.962704,453.000000,13.775986,1083.800000,23.962007
TAP,42.75,637.600000,21.177556,462.000000,16.397832,1099.600000,32.063132
TAP,43.00,640.900000,33.755493,454.200000,20.831600,1095.100000,48.571711
TAP,43.25,639.000000,22.808381,456.200000,15.597721,1095.200000,28.424559
TAP,43.50,632.100000,25.326534,463.500000,15.393000,1095.600000,29.814985
TAP,43.75,629.700000,28.759733,463.500000,22.785229,1093.200000,42.467766
TAP,44.00,626.800000,26.865095,470.600000,17.576499,1097.400000,37.730624
TAP,44.25,633.800000,21.846942,477.000000,17.568912,1110.800000,32.577429
TAP,44.50,630.800000,21.143951,475.900000,26.031818,1106.700000,32.738187
TAP,44.75,613.800000,27.752077,465.700000,25.232475,1079.500000,41.756570
TAP,45.00,631.100000,25.070789,469.800000,19.915377,1100.900000,31.564572
TAP,45.25,633.000000,23.574940,463.900000,13.939951,1096.900000,25.929177
TAP,45.50,626.200000,24.570986,464.200000,26.250079,1090.400000,36.718751
TAP,45.75,630.600000,17.939404,466.700000,25.733895,1097.300000,32.034877
TAP,46.00,626.700000,13.408538,465.700000,31.023468,1092.400000,37.824742
TAP,46.25,627.600000,15.115849,470.400000,25.360512,1098.000000,34.195516
TAP,46.50,622.100000,27.131163,474.500000,30.270081,1096.600000,43.032804
TAP,46.75,623.600000,28.593706,471.900000,24.686704,1095.500000,36.360082
TAP,47.00,626.400000,22.794736,477.900000,22.605063,1104.300000,30.040898
TAP,47.25,636.500000,25.889723,475.300000,32.283639,1111.800000,40.548462
TAP,47.50,626.400000,39.322597,467.400000,28.241813,1093.800000,37.144762
TAP,47.75,624.300000,40.699577,470.900000,36.096937,1095.200000,37.436761
TAP,48.00,616.200000,33.252569,462.900000,27.432544,1079.100000,40.782485
TAP,48.25,618.300000,23.608144,465.300000,31.513842,1083.600000,21.140798
TAP,48.50,618.500000,34.245032,465.300000,26.301880,1083.800000,27.360962
TAP,48.75,618.900000,37.634057,464.500000,26.328059,1083.400000,47.623990
TAP,49.00,618.600000,31.496737,476.500000,38.494588,1095.100000,52.999895
TAP,49.25,616.300000,25.060150,468.900000,31.680523,1085.200000,42.171080
TAP,49.50,619.600000,24.189989,470.000000,42.103048,1089.600000,45.336274
TAP,49.75,615.800000,24.925667,449.600000,17.296114,1065.400000,25.833656
TAP,50.00,623.300000,29.888868,462.400000,20.721433,1085.700000,37.756677
TAP,50.25,624.600000,25.417404,462.500000,27.419579,1087.100000,29.617750
TAP,50.50,617.600000,30.660144,465.200000,26.565642,1082.800000,28.989653
TAP,50.75,619.000000,39.785536,456.600000,21.680508,1075.600000,33.787572
TAP,51.00,621.000000,36.447832,468.700000,30.976873,1089.700000,46.135188
TAP,51.25,625.600000,32.018050,465.300000,16.048884,1090.900000,37.931078
TAP,51.50,636.600000,33.223820,475.300000,25.456062,1111.900000,45.894686
TAP,51.75,632.200000,23.498463,469.000000,18.092356,1101.200000,28.287414
TAP,52.00,628.300000,31.622952,464.600000,28.068171,1092.900000,51.675161
TAP,52.25,628.200000,24.421302,475.300000,32.159498,1103.500000,40.316112
TAP,52.50,627.700000,30.011294,477.800000,30.327106,1105.500000,45.070932
TAP,52.75,634.100000,34.802458,478.200000,26.448272,1112.300000,40.540926
TAP,53.00,634.100000,23.764820,469.200000,27.687944,1103.300000,40.130482
TAP,53.25,639.500000,21.981052,467.500000,39.184039,1107.000000,55.823133
TAP,53.50,634.600000,11.805837,461.900000,29.953482,1096.500000,36.268290
TAP,53.75,639.600000,18.044390,461.900000,36.314827,1101.500000,48.651253
TAP,54.00,632.200000,19.792254,457.300000,25.573641,1089.500000,26.891758
TAP,54.25,632.500000,23.731133,457.300000,32.585102,1089.800000,47.318777
TAP,54.50,639.600000,16.998039,463.400000,25.781992,1103.000000,28.670542
TAP,54.75,648.200000,31.247400,474.800000,14.343407,1123.000000,35.314460
TAP,55.00,645.100000,31.497619,473.600000,27.552778,1118.700000,43.833143
TAP,55.25,639.100000,36.861452,472.100000,23.581773,1111.200000,43.517046
TAP,55.50,637.100000,30.603014,480.600000,26.365803,1117.700000,40.030683
TAP,55.75,630.200000,30.597022,479.900000,27.347354,1110.100000,45.569117
TAP,56.00,633.500000,25.743392,486.900000,36.728584,1120.400000,47.336150
TAP,56.25,636.000000,15.839472,476.500000,32.377118,1112.500000,40.483879
TAP,56.50,638.600000,21.869309,476.500000,29.048809,1115.100000,35.921055
TAP,56.75,633.200000,27.054677,466.100000,22.153254,1099.300000,39.855433
TAP,57.00,629.300000,23.584599,467.700000,24.626318,1097.000000,36.012344
TAP,57.25,629.100000,25.335307,475.900000,24.066805,1105.000000,40.952547
TAP,57.50,621.700000,14.591093,469.200000,22.034317,1090.900000,31.128586
TAP,57.75,625.600000,22.212109,478.700000,21.229173,1104.300000,30.040898
TAP,58.00,621.500000,25.034421,472.800000,27.579380,1094.300000,34.877723
TAP,58.25,631.200000,20.611755,472.000000,21.771541,1103.200000,21.765416
TAP,58.50,620.700000,22.306202,481.100000,23.923257,1101.800000,34.227344
TAP,58.75,629.700000,21.899011,481.900000,29.255389,1111.600000,30.045151
TAP,59.00,624.700000,29.135889,474.000000,25.495098,1098.700000,15.804711
TAP,59.25,629.500000,25.047732,471.400000,26.454153,1100.900000,25.813218
TAP,59.50,637.000000,21.076580,476.400000,27.677508,1113.400000,32.366650
TAP,59.75,636.400000,20.683864,465.300000,22.847562,1101.700000,36.077232
TAP,60.00,645.400000,24.322829,475.800000,32.286220,1121.200000,51.753261
TAP,60.25,633.100000,28.745821,470.700000,29.360026,1103.800000,40.176831
TAP,60.50,625.500000,26.133206,473.300000,21.771796,1098.800000,23.948092
TAP,60.75,634.900000,17.084431,480.700000,22.385759,1115.600000,14.454526
TAP,61.00,623.600000,28.644177,464.200000,17.737593,1087.800000,31.279386
TAP,61.25,632.500000,20.988092,469.800000,17.248510,1102.300000,33.901983
TAP,61.50,622.100000,15.183690,463.900000,22.133183,1086.000000,28.350975
TAP,61.75,625.700000,26.153606,467.500000,22.564722,1093.200000,41.125283
TAP,62.00,638.900000,22.158269,471.500000,27.609378,1110.400000,41.102041
TAP,62.25,640.000000,16.048537,465.200000,20.767496,1105.200000,24.155975
TAP,62.50,639.200000,18.097268,467.700000,26.745924,1106.900000,33.883624
TAP,62.75,626.700000,24.198485,460.400000,25.591665,1087.100000,39.543085
TAP,63.00,622.900000,15.552420,460.900000,22.323132,1083.800000,20.595577
TAP,63.25,637.300000,22.380795,465.000000,32.741411,1102.300000,48.609670
TAP,63.50,636.600000,30.786722,466.600000,37.517996,1103.200000,62.001434
TAP,63.75,639.900000,25.804608,466.000000,25.871477,1105.900000,36.488811
TAP,64.00,640.300000,26.981681,480.200000,26.582367,1120.500000,31.539217
TAP,64.25,638.400000,21.396781,474.600000,19.391865,1113.000000,30.818465
TAP,64.50,626.400000,24.940819,476.100000,18.764328,1102.500000,25.570165
TAP,64.75,628.900000,33.771948,470.900000,17.660062,1099.800000,40.911286
TAP,65.00,626.500000,26.311172,477.800000,19.792254,1104.300000,38.623683
TAP,65.25,621.500000,33.036175,467.700000,30.170073,1089.200000,43.147808
TAP,65.50,625.000000,36.092474,471.100000,24.682202,1096.100000,42.143801
TAP,65.75,623.200000,24.114541,464.600000,22.930814,1087.800000,26.885767
TAP,66.00,624.500000,19.460787,474.800000,30.002963,1099.300000,32.390156
TAP,66.25,618.500000,26.966028,475.500000,23.609085,1094.000000,22.929845
TAP,66.50,634.300000,33.569331,479.000000,19.641226,1113.300000,27.856976
TAP,66.75,618.200000,31.265174,467.300000,18.031146,1085.500000,28.084199
TAP,67.00,617.100000,27.192523,470.000000,20.510160,1087.100000,36.433959
TAP,67.25,627.100000,33.224656,472.300000,15.811740,1099.400000,38.410647
TAP,67.50,628.700000,36.724349,472.500000,15.327898,1101.200000,35.940692
TAP,67.75,621.200000,33.332667,463.200000,18.825515,1084.400000,43.848730
TAP,68.00,629.000000,26.770631,461.100000,34.297554,1090.100000,49.659843
TAP,68.25,623.700000,24.358663,463.200000,22.389482,1086.900000,35.296994
TAP,68.50,630.700000,34.998571,469.800000,24.652248,1100.500000,47.831301
TAP,68.75,640.600000,25.535161,468.700000,21.008199,1109.300000,34.065460
TAP,69.00,638.800000,13.612086,473.600000,22.780108,1112.400000,22.988886
TAP,69.25,635.000000,29.386316,474.500000,23.305936,1109.500000,23.838578
TAP,69.50,630.400000,28.355677,474.700000,22.524308,1105.100000,39.912265
TAP,69.75,623.000000,29.642312,469.300000,14.000397,1092.300000,36.215558
TAP,70.00,625.700000,28.079451,463.100000,19.416202,1088.800000,38.287799
TAP,70.25,629.100000,31.189208,468.300000,14.461059,1097.400000,40.915088
TAP,70.50,624.100000,39.300693,462.000000,19.754043,1086.100000,45.236293
TAP,70.75,628.700000,32.249203,463.700000,23.888863,1092.400000,30.346883
TAP,71.00,622.900000,32.824280,476.000000,26.832816,1098.900000,32.305658
TAP,71.25,623.000000,40.966111,475.600000,28.574270,1098.600000,34.241625
TAP,71.50,625.800000,34.511834,481.600000,32.191096,1107.400000,40.912372
TAP,71.75,630.300000,29.533597,480.200000,41.789951,1110.500000,47.221111
TAP,72.00,630.600000,34.471244,476.200000,34.048332,1106.800000,41.146891
TAP,72.25,623.300000,33.602414,477.900000,30.573954,1101.200000,50.464069
TAP,72.50,620.300000,27.190889,471.100000,25.894873,1091.400000,41.719167
TAP,72.75,621.800000,28.943623,470.200000,17.138650,1092.000000,38.450545
TAP,73.00,632.700000,29.616249,476.900000,23.477886,1109.600000,45.736443
TAP,73.25,632.100000,30.413630,474.600000,22.376575,1106.700000,45.193534
TAP,73.50,619.300000,26.795729,469.200000,18.949055,1088.500000,31.739390
TAP,73.75,616.300000,28.910014,472.500000,20.865974,1088.800000,34.758852
TAP,74.00,606.500000,20.288201,469.100000,21.257417,1075.600000,35.525265
TAP,74.25,603.900000,31.935525,474.500000,14.789260,1078.400000,38.508873
TAP,74.50,609.500000,30.303098,481.600000,14.796396,1091.100000,33.791682
TAP,74.75,609.600000,25.639379,478.000000,15.740959,1087.600000,26.470948
TAP,75.00,623.500000,27.060632,480.400000,22.853154,1103.900000,40.178629
TAP,75.25,625.800000,26.330380,475.500000,28.175048,1101.300000,47.981594
TAP,75.50,614.500000,16.521030,457.900000,22.659067,1072.400000,28.948997
TAP,75.75,602.600000,20.216605,458.200000,29.476167,1060.800000,43.791932
TAP,76.00,614.200000,19.360900,462.800000,32.591069,1077.000000,34.389921
TAP,76.25,625.300000,23.137512,461.300000,28.495809,1086.600000,27.109654
TAP,76.50,640.700000,25.733895,471.300000,16.839438,1112.000000,32.482474
TAP,76.75,644.000000,22.300972,466.100000,17.822894,1110.100000,33.603737
TAP,77.00,631.300000,17.384859,466.100000,13.779615,1097.400000,22.799610
TAP,77.25,636.000000,27.450966,476.500000,20.743138,1112.500000,37.464798
TAP,77.50,640.800000,32.144811,479.400000,25.334211,1120.200000,50.154871
TAP,77.75,634.600000,34.516341,478.100000,27.758682,1112.700000,48.534180
TAP,78.00,637.800000,33.319330,484.400000,21.329166,1122.200000,49.694176
TAP,78.25,638.800000,29.031783,466.000000,23.118055,1104.800000,34.110279
TAP,78.50,632.000000,27.067816,463.300000,19.345111,1095.300000,21.129495
TAP,78.75,627.100000,16.346593,456.100000,27.590055,1083.200000,21.091336
TAP,79.00,629.700000,21.066297,465.400000,25.902381,1095.100000,35.710098
TAP,79.25,627.500000,16.900033,463.000000,22.494444,1090.500000,27.301811
TAP,79.50,621.600000,21.287451,460.700000,25.807191,1082.300000,33.476526
TAP,79.75,627.300000,29.276650,468.700000,24.531386,1096.000000,31.790984
TAP,80.00,613.000000,26.870058,469.000000,18.944363,1082.000000,28.280343
